taxon_group,verbatim_name,name,Comment,Notes (temp; JAS will remove when finished with dinos),Notes (change to Internal only notes?),Any taxon above genus modifier,Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,comments,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,Corrections to pbdb_taxon,species_taxon_id,species_taxon_name,genus_taxon_id,genus_taxon_name,family_taxon_id,family_taxon_name,order_taxon_id,order_taxon_name,subclass_taxon_id,subclass_taxon_name,class_taxon_id,class_taxon_name,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name,unranked clade_taxon_id,unranked clade_taxon_name
planktic_forams,Globigerinoides obliquus extremus,,,,,,,,Globigerinoides,,,,obliquus,,extremus,,,388395,Globigerinoides obliquus,species,,388395,Globigerinoides obliquus,1504,Globigerinoides,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinoides obliquus obliquus,,,,,,,,Globigerinoides,,,,obliquus,,obliquus,,,388395,Globigerinoides obliquus,species,,388395,Globigerinoides obliquus,1504,Globigerinoides,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinoides obliquus s.l.,Globigerinoides s.l. obliquus,,,,,,,Globigerinoides,,,s.l.,obliquus,,,,,388395,Globigerinoides obliquus,species,,388395,Globigerinoides obliquus,1504,Globigerinoides,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinoides quadrilobatus s.l.,Globigerinoides s.l. quadrilobatus,,,,,,,Globigerinoides,,,s.l.,quadrilobatus,,,,,1504,Globigerinoides,genus,,,,1504,Globigerinoides,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinoides ruber  s. I. (white),Globigerinoides cf. ruber (white)		,,"Andy, Globigerinoides cf. ruber (white) was in the first batch, so I thought it could work here?",,,,,Globigerinoides,,,,ruber,,s. I.,white,,388393,Globigerinoides ruber,species,,388393,Globigerinoides ruber,1504,Globigerinoides,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinoides ruber (high),,,,,,,,Globigerinoides,,,,ruber,,,high,,388393,Globigerinoides ruber,species,,388393,Globigerinoides ruber,1504,Globigerinoides,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinoides ruber alba,,,,,,,,Globigerinoides,,,,ruber,,alba,,,388393,Globigerinoides ruber,species,,388393,Globigerinoides ruber,1504,Globigerinoides,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinoides ruber s.l.,Globigerinoides s.l. ruber,,,,,,,Globigerinoides,,,s.l.,ruber,,,,,388393,Globigerinoides ruber,species,,388393,Globigerinoides ruber,1504,Globigerinoides,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinoides sacculifera (with sack),,,"should this be ""Globigerinoides sacculifer (with sac)"" i.e., species misspelled?",,,,,Globigerinoides,,,,sacculifera,,,with sack,,1504,Globigerinoides,genus,,,,1504,Globigerinoides,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinoides sicana/bisphericus,,,,,,,,Globigerinoides,,,,sicana/bisphericus,,,,,1504,Globigerinoides,genus,,,,1504,Globigerinoides,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinoides siegliei,,,,,,,,Globigerinoides,,,,siegliei,,,,,1504,Globigerinoides,genus,,,,1504,Globigerinoides,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinoides sp. cf. G. fistulosus,Globigerinoides cf. fistulosus,,,,,,,Globigerinoides,,,cf.,fistulosus,,,,,1504,Globigerinoides,genus,,,,1504,Globigerinoides,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinoides trilobus cf. fistulosus,,,,,,,,Globigerinoides,,,,trilobus,cf.,fistulosus,,,82229,Globigerinoides trilobus,species,,82229,Globigerinoides trilobus,1504,Globigerinoides,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinoides trilobus s.l.,Globigerinoides s.l. trilobus,,,,,,,Globigerinoides,,,s.l.,trilobus,,,,,82229,Globigerinoides trilobus,species,,82229,Globigerinoides trilobus,1504,Globigerinoides,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinoides trilobus/immaturus,,,,,,,,Globigerinoides,,,,trilobus/immaturus,,,,,1504,Globigerinoides,genus,,,,1504,Globigerinoides,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerinoides trilobus/sacculifer transition,,,,,,,,Globigerinoides,,,,trilobus/sacculifer,,transition,,,1504,Globigerinoides,genus,,,,1504,Globigerinoides,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globigerintheca subcoinglobata,Globigerinatheka subcoinglobata,,,,,,,Globigerinatheka,,,,subcoinglobata,,,,,,,,,,,,,,,,,,,,,,,,,,
planktic_forams,Globoconella cf. inflata,,,,,,,,Globoconella,,,cf.,inflata,,,,,422400,Globoconella inflata,species,,422400,Globoconella inflata,103797,Globoconella,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globoconella nana,,,,,,,,Globoconella,,,,nana,,,,,103797,Globoconella,genus,,,,103797,Globoconella,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globoconella panda,,,,,,,,Globoconella,,,,panda,,,,,422446,Globoconella panda,species,,422446,Globoconella panda,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globoconella scitula,,,,,,,,Globoconella,,,,scitula,,,,,422404,Globoconella scitula,species,,422404,Globoconella scitula,103797,Globoconella,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globoconella sp. cf. sphericomiozea,Globoconella cf. sphericomiozea,,,,,,,Globoconella,,,cf.,sphericomiozea,,,,,103797,Globoconella,genus,,,,103797,Globoconella,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globoconella triangula/inflata,Globoconella inflata triangula,,,"First batch has ""Globoconella inflata triangula"" is that correct here?",,,,Globoconella,,,,triangula/inflata,,,,,103797,Globoconella,genus,,,,103797,Globoconella,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globoconusa daubjergensis <150 ��m,,,,,,,,Globoconusa,,,,daubjergensis,,<150 ��m,,,1515,Globoconusa,genus,,,,1515,Globoconusa,155905,Guembelitriidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globoconusa daubjergensis >150 micron,,,,,,,,Globoconusa,,,,daubjergensis,,>150 micron,,,1515,Globoconusa,genus,,,,1515,Globoconusa,155905,Guembelitriidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globoquadrina cf. G. extans,Globoquadrina cf. extans,,,,,,,Globoquadrina,,,cf.,extans,,,,,1518,Globoquadrina,genus,,,,1518,Globoquadrina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globoquadrina cf. G. venezuelana,Globoquadrina cf. venezuelana,,,,,,,Globoquadrina,,,cf.,venezuelana,,,,,1518,Globoquadrina,genus,,,,1518,Globoquadrina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globoquadrina cf. baroemoenensis,,,,,,,,Globoquadrina,,,cf.,baroemoenensis,,,,,422288,Globoquadrina baroemoenensis,species,,422288,Globoquadrina baroemoenensis,1264,Dentoglobigerina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globoquadrina cf. dehiscens,,,,,,,,Globoquadrina,,,cf.,dehiscens,,,,,398748,Globoquadrina dehiscens,species,,398748,Globoquadrina dehiscens,1518,Globoquadrina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globoquadrina cf. tripartita,,,,,,,,Globoquadrina,,,cf.,tripartita,,,,,1518,Globoquadrina,genus,,,,1518,Globoquadrina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globoquadrina galavisi/G. globularis,,,,,,,,Globoquadrina,,,,galavisi/G.,,globularis,,,1518,Globoquadrina,genus,,,,1518,Globoquadrina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globoquadrina praedehiscens/dehiscens,,,,,,,,Globoquadrina,,,,praedehiscens/dehiscens,,,,,1518,Globoquadrina,genus,,,,1518,Globoquadrina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globoquadrina sellii/binaiensis,,,,,,,,Globoquadrina,,,,sellii/binaiensis,,,,,1518,Globoquadrina,genus,,,,1518,Globoquadrina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globoquadrina tripartita/G. binaiensis,,,,,,,,Globoquadrina,,,,tripartita/G.,,binaiensis,,,1518,Globoquadrina,genus,,,,1518,Globoquadrina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globoquadrina tripartita/sellii,,,,,,,,Globoquadrina,,,,tripartita/sellii,,,,,1518,Globoquadrina,genus,,,,1518,Globoquadrina,82191,Globigerinidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia (Fohsella) cf. pseudokugleri,,,,,,,,Globorotalia,,(Fohsella),cf.,pseudokugleri,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia (Hirsutella) cibaoensis,,,,,,,,Globorotalia,,(Hirsutella),,cibaoensis,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia (fohsi/lobata transition),,,,,,,,Globorotalia,,,,fohsi/lobata transition,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia aequilaterus,,,,,,,,Globorotalia,,,,aequilaterus,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia aff. G. cavernula,Globorotalia aff. cavernula,,,,,,,Globorotalia,,,aff.,cavernula,,,,,422379,Globorotalia gemma,species,,422379,Globorotalia gemma,2652,Tenuitella,422373,Globigerinitidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia aff. bermudezi,,,,,,,,Globorotalia,,,aff.,bermudezi,,,,,422425,Globorotalia (Hirsutella) bermudezi,species,,422425,Globorotalia (Hirsutella) bermudezi,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia aff. conoidea,,,,,,,,Globorotalia,,,aff.,conoidea,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia amuria,,,,,,,,Globorotalia,,,,amuria,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia blowi,,,,,,,,Globorotalia,,,,blowi,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cerroazulensis/cocoaensis transition,,,,,,,,Globorotalia,,,,cerroazulensis/cocoaensis,,,,Globorotalia cerroazulensis/cocoaensis transition,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cerroazulensis/pomeroli transition,,,,,,,,Globorotalia,,,,cerroazulensis/pomeroli,,,,Globorotalia cerroazulensis/pomeroli transition,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cf. Gr. cibaoensis,Globorotalia cf. cibaoensis,,,,,,,Globorotalia,,,cf.,cibaoensis,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cf. Gr. conoidea,Globorotalia cf. conoidea,,,,,,,Globorotalia,,,cf.,conoidea,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cf. Gr. conomiozea,Globorotalia cf. conomiozea,,,,,,,Globorotalia,,,cf.,conomiozea,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cf. Gr. continuosa,,,,Turborotalia (Globorotalia) continuosa' in first batch,,,,Globorotalia,,,cf.,continuosa,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cf. Gr. crassula,Globorotalia cf. crassula	,,,,,,,Globorotalia,,,cf.,crassula,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cf. Gr. flexuosa,Globorotalia cf. flexuosa,,,,,,,Globorotalia,,,cf.,flexuosa,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cf. Gr. hirsuta,Globorotalia cf. hirsuta,,,,,,,Globorotalia,,,cf.,hirsuta,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cf. Gr. juanai,Globorotalia cf. juanai,,,,,,,Globorotalia,,,cf.,juanai,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cf. Gr. margaritae,Globorotalia cf. margaritae,,,,,,,Globorotalia,,,cf.,margaritae,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cf. Gr. miocenica,Globorotalia cf. miocenica,,,,,,,Globorotalia,,,cf.,miocenica,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cf. Gr. miozea,Globorotalia cf. miozea,,,,,,,Globorotalia,,,cf.,miozea,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cf. Gr. multicamerata,Globorotalia cf. multicamerata,,,,,,,Globorotalia,,,cf.,multicamerata,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cf. Gr. pertenuis,Globorotalia cf. pertenuis,,,,,,,Globorotalia,,,cf.,pertenuis,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cf. Gr. plesiotumida,Globorotalia cf. plesiotumida,,,,,,,Globorotalia,,,cf.,plesiotumida,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cf. Gr. sphericomiozea,Globorotalia cf. sphericomiozea,,,,,,,Globorotalia,,,cf.,sphericomiozea,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cf. Gr. suterae,Globorotalia cf. suterae,,,,,,,Globorotalia,,,cf.,suterae,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cf. Gr. tosaensis,Globorotalia cf. tosaensis,,,,,,,Globorotalia,,,cf.,tosaensis,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cf. Gr. truncatulinoides,Globorotalia cf. truncatulinoides,,,,,,,Globorotalia,,,cf.,truncatulinoides,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cf. Gr. zealandica,Globorotalia cf. zealandica,,,,,,,Globorotalia,,,cf.,zealandica,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cf. crassaformis viola,,,,,,,,Globorotalia,,,cf.,crassaformis,,viola,,,422430,Globorotalia (Truncorotalia) crassaformis,species,,422430,Globorotalia (Truncorotalia) crassaformis,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cf. fohsi peripheroronda,,,,,,,,Globorotalia,,,cf.,fohsi,,peripheroronda,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cf. kugleri,,,,,,,,Globorotalia,,,cf.,kugleri,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cf. paralenguaensis,,,,,,,,Globorotalia,,,cf.,paralenguaensis,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cf. praemenardii,,,,,,,,Globorotalia,,,cf.,praemenardii,,,,,422451,Globorotalia (Menardella) praemenardii,species,,422451,Globorotalia (Menardella) praemenardii,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cf. pseudomiocenica,,,,,,,,Globorotalia,,,cf.,pseudomiocenica,,,,,422453,Globorotalia (Menardella) pseudomiocenica,species,,422453,Globorotalia (Menardella) pseudomiocenica,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cf. scitula,,,,,,,,Globorotalia,,,cf.,scitula,,,,,422454,Globorotalia (Hirsutella) scitula,species,,422454,Globorotalia (Hirsutella) scitula,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cf. tosaensis (dex.),Globorotalia cf. tosaensis (dexetral),,,,,,,Globorotalia,,,cf.,tosaensis,,,dextral,,422459,Globorotalia (Truncorotalia) tosaensis,species,,422459,Globorotalia (Truncorotalia) tosaensis,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cf. tosaensis (sin.),Globorotalia cf. tosaensis (sinistral),,,,,,,Globorotalia,,,cf.,tosaensis,,,sinistral,,422459,Globorotalia (Truncorotalia) tosaensis,species,,422459,Globorotalia (Truncorotalia) tosaensis,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cf. tumida,,,,,,,,Globorotalia,,,cf.,tumida,,,,,422447,Globorotalia tumida,species,,422447,Globorotalia tumida,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia cocoaensis/cunialensis transition,,,,,,,,Globorotalia,,,,cocoaensis/cunialensis,,transition,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia conglomerata,,,,,,,,Globorotalia,,,,conglomerata,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia crassacarina,,,,,,,,Globorotalia,,,,crassacarina,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia crassaconica,,,,,,,,Globorotalia,,,,crassaconica,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia crassaformis cf. hessi,,,,,,,,Globorotalia,,,,crassaformis,cf.,hessi,,,422430,Globorotalia (Truncorotalia) crassaformis,species,,422430,Globorotalia (Truncorotalia) crassaformis,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia crassaformis cf. viola,,,,,,,,Globorotalia,,,,crassaformis,cf.,viola,,,422430,Globorotalia (Truncorotalia) crassaformis,species,,422430,Globorotalia (Truncorotalia) crassaformis,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia crassaformis dextral,,,,,,,,Globorotalia,,,,crassaformis,,dextral,,,422430,Globorotalia (Truncorotalia) crassaformis,species,,422430,Globorotalia (Truncorotalia) crassaformis,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia crassaformis l.c.,,,,,,,,Globorotalia,,,,crassaformis,,l.c.,,,422430,Globorotalia (Truncorotalia) crassaformis,species,,422430,Globorotalia (Truncorotalia) crassaformis,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia explicationis,,,,,,,,Globorotalia,,,,explicationis,,,,,422395,Globorotalia explicationis,species,,422395,Globorotalia explicationis,103797,Globoconella,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia fohsi cf. lobata,,,,,,,,Globorotalia,,,,fohsi,cf.,lobata,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia hexagonus,,,,,,,,Globorotalia,,,,hexagonus,,,,,1521,Globorotalia,genus,,,,1521,Globorotalia,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia inflata (3 chambered),,,,,,,,Globorotalia,,,,inflata,,,3 chambered,,422399,Globorotalia inflata,species,,422399,Globorotalia inflata,103797,Globoconella,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia inflata (4 chambered),,,,,,,,Globorotalia,,,,inflata,,,4 chambered,,422399,Globorotalia inflata,species,,422399,Globorotalia inflata,103797,Globoconella,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia inflata (primitive),,,,,,,,Globorotalia,,,,inflata,,,primitive,,422399,Globorotalia inflata,species,,422399,Globorotalia inflata,103797,Globoconella,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
planktic_forams,Globorotalia inflata triangula,,,,,,,,Globorotalia,,,,inflata,,triangula,,,422399,Globorotalia inflata,species,,422399,Globorotalia inflata,103797,Globoconella,82192,Globorotaliidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
