Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
341-U1418F-58R-6-A,97,98,811.61,811.62,calcareous bearing,siltstone [Leg210],,calcareous bearing siltstone ,,,,N 7 (light gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,58,R,6,A,,,
341-U1418F-58R-CC-A,0,11,811.62,811.73,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,58,R,CC,A,,,
341-U1418F-58R-CC-A,11,16,811.73,811.78,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,F,58,R,CC,A,,,
341-U1418F-59R-1-A,0,150,812.9,814.4,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,laminated mud (0.1-0.6 cm) with thin (1-2 mm) silt laminae (10Y 5/1) and thin (1 mm) diamict laminae (fine to medium grain); dispersed throughout section some thin intervals of more massive mud (incl slight bioturbation): ss @ 74 cm: 15 % silt; few lonestones (0.4 cm) occur,,,,,,341,U1418,F,59,R,1,A,,,
341-U1418F-59R-2-A,0,16,814.4,814.56,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,laminated mud (1-4 mm),,,,,,341,U1418,F,59,R,2,A,,,
341-U1418F-59R-2-A,16,46,814.56,814.86,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"massive, slight to moderately bioturbated mud (with few clast-poor diamict intervals); empty 1 mm bioturbation burrows",,,,,,341,U1418,F,59,R,2,A,,,
341-U1418F-59R-2-A,46,135,814.86,815.75,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,laminated mud (1-4 mm) with lighter silt laminae (1 mm); metasedimentary lonestone @ 80 cm (1 cm); 95 cm: cemented mud lamina,,,,,,341,U1418,F,59,R,2,A,,,
341-U1418F-59R-2-A,135,150,815.75,815.9,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,341,U1418,F,59,R,2,A,,,
341-U1418F-59R-3-A,0,114,815.9,817.04,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,laminated clayey mud (3 mm) with lighter silt laminae (1 mm); diamict layers (fine to medium grains); gradational boundaries,,,,,,341,U1418,F,59,R,3,A,,,
341-U1418F-59R-3-A,114,125,817.04,817.15,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"fine lithic grains, diamict with very gradational boundaries",,,,,,341,U1418,F,59,R,3,A,,,
341-U1418F-59R-3-A,125,150,817.15,817.4,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,laminated clayey mud (3 mm) with lighter silt laminae (1 mm); diamict layers (fine to medium grains); gradational boundaries,,,,,,341,U1418,F,59,R,3,A,,,
341-U1418F-59R-4-A,0,12,817.4,817.52,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,laminated clayey mud (3 mm) with lighter silt laminae (1 mm),,,,,,341,U1418,F,59,R,4,A,,,
341-U1418F-59R-4-A,12,17,817.52,817.57,,mudstone [Leg210],,mudstone ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,cemented mudblocks,,,,,,341,U1418,F,59,R,4,A,,,
341-U1418F-59R-4-A,17,38,817.57,817.78,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,laminated clayey mud (3 mm) with lighter silt laminae (1 mm),,,,,,341,U1418,F,59,R,4,A,,,
341-U1418F-59R-4-A,38,132,817.78,818.72,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"massive (moderately bioturbated) mud with (25 %) silt (hornblende, feldspar); (clastpoor) diamict intervals with very gradational boundaries",,,,,,341,U1418,F,59,R,4,A,,,
341-U1418F-59R-4-A,132,146,818.72,818.86,,mud [Leg210],,mud ,,,,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,laminated clayey mud (3 mm) with lighter silt laminae (1 mm),,,,,,341,U1418,F,59,R,4,A,,,
341-U1418F-59R-4-A,146,150,818.86,818.9,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,bioturbated diamictish mud,,,,,,341,U1418,F,59,R,4,A,,,
341-U1418F-59R-5-A,0,13,818.9,819.03,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,"bioturbated diamictish (gradational boundaries, few lithic fine to coarse grains) mud",,,,,,341,U1418,F,59,R,5,A,,,
341-U1418F-59R-5-A,13,37,819.03,819.27,,mud [Leg210],,mud ,,,,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,laminated (0.3 cm) mud with few silt laminae (1 mm),,,,,,341,U1418,F,59,R,5,A,,,
341-U1418F-59R-5-A,37,55,819.27,819.45,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,"bioturbated diamictish (gradational boundaries, few lithic fine to coarse grains) mud",,,,,,341,U1418,F,59,R,5,A,,,
341-U1418F-59R-5-A,55,146,819.45,820.36,,mud [Leg210],,mud ,,,,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,laminated (0.3 cm) mud with few silt laminae (1 mm); and diamictish intervals (0.5 cm thick),,,,,,341,U1418,F,59,R,5,A,,,
341-U1418F-59R-CC-A,0,29,820.36,820.65,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,"bioturbated diamictish (gradational boundaries, few lithic fine to coarse grains) mud",,,,,,341,U1418,F,59,R,CC,A,,,
341-U1418F-59R-CC-A,29,35,820.65,820.71,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,F,59,R,CC,A,,,
341-U1418F-60R-1-A,0,146,822.6,824.06,calcareous bearing,mud [Leg210],,calcareous bearing mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"mud with little sand, few black mottles; slightlty laminated @ top 30 cm ",,,,,,341,U1418,F,60,R,1,A,,,
341-U1418F-60R-2-A,0,130,824.06,825.36,volcaniclastic rich,mud [Leg210],,volcaniclastic rich mud ,volcaniclastic-rich,3,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"ash in burrow @ 5 cm: silt to sand sized, angular glass; green mudstone @ 115 cm, 3 cm, few more clasts @ 126 cm; big forma @ 112 cm",,,,,,341,U1418,F,60,R,2,A,,,
341-U1418F-60R-2-A,130,147,825.36,825.53,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"laminated mud (ca. 0.3 cm), darker laminae slightly coarser",,,,,,341,U1418,F,60,R,2,A,,,
341-U1418F-60R-3-A,0,113,825.53,826.66,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,mud with diamict intervals (with very gradational boundaries); fine to coarse grains; altrernates with intervals of more laminated mud (0.4 cm); color varies from 10Y 4/1 to 2.5Y 3/1 to 5GY 4/1 to 10Y 3/1; pyritized burrow at 86 cm,,,,,,341,U1418,F,60,R,3,A,,,
341-U1418F-60R-3-A,113,131,826.66,826.84,,,,,,,,,,,,,,,,,,,,,,IW sample; with 2 cm shell fragment,,,,,,341,U1418,F,60,R,3,A,,,
341-U1418F-60R-4-A,0,17,826.84,827.01,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,laminated mud (0.4 cm),,,,,,341,U1418,F,60,R,4,A,,,
341-U1418F-60R-4-A,17,43,827.01,827.27,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,"massive mud with diamict (clast poor), fine to coarse lithic grains + lonestones (greenstones, metasediments); big 3 cm, gray sandstone @ 37-39 cm; fine to medium grainsized",,,,,,341,U1418,F,60,R,4,A,,,
341-U1418F-60R-4-A,43,105,827.27,827.89,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,laminated mud (0.2 to 0.5 cm),,,,,,341,U1418,F,60,R,4,A,,,
341-U1418F-60R-4-A,105,143,827.89,828.27,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,"massive mud with diamict (clast poor, gradational boundaries), fine to coarse lithic grains + lonestones (e.g. granitoid)",,,,,,341,U1418,F,60,R,4,A,,,
341-U1418F-60R-5-A,0,80,828.27,829.07,calcareous bearing,mud [Leg210],with dispersed clasts,calcareous bearing mud  with dispersed clasts,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,"massive mud with diamict (clast poor, gradational boundaries), fine to coarse lithic grains + lonestones (ca. 0.4 cm metasediments); pyritized burrow @ 11 cm",,,,,,341,U1418,F,60,R,5,A,,,
341-U1418F-60R-5-A,80,107,829.07,829.34,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,laminated mud (0.1 to 0.6 cm),,,,,,341,U1418,F,60,R,5,A,,,
341-U1418F-60R-CC-A,0,12,829.34,829.46,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,laminated mud (0.6 cm),,,,,,341,U1418,F,60,R,CC,A,,,
341-U1418F-60R-CC-A,12,17,829.46,829.51,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,F,60,R,CC,A,,,
341-U1418F-61R-1-A,0,30,832.3,832.6,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,,sharp contact,planar,,,,341,U1418,F,61,R,1,A,,,
341-U1418F-61R-1-A,30,47,832.6,832.77,,mud [Leg210],,mud ,,,,N 4 (dark gray),heavy [DB86],3,present [A79],4,pebble [W22_2],subangular,granule [W22_2],subrounded,,,,,,"1 sandstone and 2 siltstone granules, 1 granite pebble 1.5 cm, sunangular, ",gradational contact,,,,,341,U1418,F,61,R,1,A,,,
341-U1418F-61R-1-A,47,85,832.77,833.15,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,,sharp contact,planar,,,,341,U1418,F,61,R,1,A,,,
341-U1418F-61R-1-A,85,99,833.15,833.29,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,,sharp contact,planar,,,,341,U1418,F,61,R,1,A,,,
341-U1418F-61R-1-A,99,101,833.29,833.31,,sandstone [Leg210],,sandstone ,,,,N 4 (dark gray),,,,,,,,,,,,,,,sharp contact,planar,,,,341,U1418,F,61,R,1,A,,,
341-U1418F-61R-1-A,101,145,833.31,833.75,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,61,R,1,A,,,
341-U1418F-61R-2-A,0,8,833.75,833.83,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,61,R,2,A,,,
341-U1418F-61R-2-A,8,12,833.83,833.87,,sandstone [Leg210],,sandstone ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,61,R,2,A,,,
341-U1418F-61R-2-A,12,55,833.87,834.3,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,,gradational contact,,,,,341,U1418,F,61,R,2,A,,,
341-U1418F-61R-2-A,55,70,834.3,834.45,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,,gradational contact,,,,,341,U1418,F,61,R,2,A,,,
341-U1418F-61R-2-A,70,149,834.45,835.24,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,61,R,2,A,,,
341-U1418F-61R-3-A,0,9,835.24,835.33,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,61,R,3,A,,,
341-U1418F-61R-3-A,9,13,835.33,835.37,calcareous bearing,siltstone [Leg210],,calcareous bearing siltstone ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,61,R,3,A,,,
341-U1418F-61R-3-A,13,48,835.37,835.72,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,greenish gray color bands (mm to 1cm thick),,,,,,341,U1418,F,61,R,3,A,,,
341-U1418F-61R-3-A,48,98,835.72,836.22,,mud [Leg210],,mud ,,,,N 3 (very dark gray),moderate [DB86],2,present [A79],1,,,,,,,,,,,,,,,,341,U1418,F,61,R,3,A,,,
341-U1418F-61R-3-A,98,108,836.22,836.32,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,61,R,3,A,,,
341-U1418F-61R-3-A,108,111,836.32,836.35,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,61,R,3,A,,,
341-U1418F-61R-3-A,111,128,836.35,836.52,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,F,61,R,3,A,,,
341-U1418F-61R-4-A,0,9,836.52,836.61,,mud [Leg210],,mud ,,,,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,61,R,4,A,,,
341-U1418F-61R-4-A,9,28,836.61,836.8,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,61,R,4,A,,,
341-U1418F-61R-4-A,28,48,836.8,837,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,61,R,4,A,,,
341-U1418F-61R-4-A,48,61,837,837.13,,mud [Leg210],,mud ,,,,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,61,R,4,A,,,
341-U1418F-61R-4-A,61,79,837.13,837.31,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,greenish gray color bands (mm to 2cm thick),,,,,,341,U1418,F,61,R,4,A,,,
341-U1418F-61R-CC-A,0,9,837.31,837.4,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,greenish gray color bands (mm to 5mm thick),,,,,,341,U1418,F,61,R,CC,A,,,
341-U1418F-61R-CC-A,9,14,837.4,837.45,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,F,61,R,CC,A,,,
341-U1418F-62R-1-A,0,40,842,842.4,,mud [Leg210],,mud ,,,,N 4 (dark gray),heavy [DB86],3,,,,,,,,,,,,,sharp contact,planar,,,,341,U1418,F,62,R,1,A,,,
341-U1418F-62R-1-A,40,75.5,842.4,842.755,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,sharp contact,planar,,,,341,U1418,F,62,R,1,A,,,
341-U1418F-62R-1-A,75.5,93,842.755,842.93,,mud [Leg210],,mud ,,,,N 4 (dark gray),heavy [DB86],3,,,,,,,,,,,,,sharp contact,planar,,,,341,U1418,F,62,R,1,A,,,
341-U1418F-62R-1-A,93,123,842.93,843.23,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),,,,,,,,,,,,,,,sharp contact,planar,,,,341,U1418,F,62,R,1,A,,,
341-U1418F-62R-1-A,123,135,843.23,843.35,,mud [Leg210],,mud ,,,,N 4 (dark gray),heavy [DB86],3,,,,,,,,,,,,,,,,,,341,U1418,F,62,R,1,A,,,
341-U1418F-62R-2-A,0,28,843.35,843.63,,mud [Leg210],,mud ,,,,N 4 (dark gray),heavy [DB86],3,,,,,,,,,,,,,sharp contact,planar,,,,341,U1418,F,62,R,2,A,,,
341-U1418F-62R-2-A,28,32,843.63,843.67,,mud [Leg210],,mud ,,,parallel lamination,5GY 3/1 (very dark greenish gray),,,,,,,,,,,,,,,sharp contact,planar,,,,341,U1418,F,62,R,2,A,,,
341-U1418F-62R-2-A,32,143,843.67,844.78,,mud [Leg210],,mud ,,,,N 3 (very dark gray),heavy [DB86],3,,,,,,,,,,,,,,,,,,341,U1418,F,62,R,2,A,,,
341-U1418F-62R-3-A,0,122,844.78,846,,mud [Leg210],,mud ,,,,N 4 (dark gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,62,R,3,A,,,
341-U1418F-62R-4-A,0,92,846,846.92,,mud [Leg210],,mud ,,,,N 4 (dark gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,62,R,4,A,,,
341-U1418F-62R-4-A,92,114,846.92,847.14,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),heavy [DB86],3,present [A79],2,,,,,pebble [W22_2],subangular,,,,"silt concentrated in layers;
99cm: 1.5cm argillite",,,,,,341,U1418,F,62,R,4,A,,,
341-U1418F-62R-CC-A,0,6,847.14,847.2,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,62,R,CC,A,,,
341-U1418F-62R-CC-A,6,19,847.2,847.33,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),none [DB86],0,present [A79],2,,,pebble [W22_2],subrounded,,,,,,"7cm: 3cm calcareous bearing clast
15cm: 3.5cm conglomerate",,,,,,341,U1418,F,62,R,CC,A,,,
341-U1418F-62R-CC-A,19,24,847.33,847.38,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,F,62,R,CC,A,,,
341-U1418F-63R-1-A,0,85,851.7,852.55,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,,,,,,,,,,,,,,,,,,,,,341,U1418,F,63,R,1,A,,,
341-U1418F-63R-1-A,85,110,852.55,852.8,,mud [Leg210],,mud ,,,,N 3 (very dark gray),heavy [DB86],3,,,,,,,,,,,,,,,,,,341,U1418,F,63,R,1,A,,,
341-U1418F-63R-1-A,110,113,852.8,852.83,,sandstone [Leg210],,sandstone ,,,,N 5 (gray),,3,,,,,,,,,,,,,,,,,,341,U1418,F,63,R,1,A,,,
341-U1418F-63R-1-A,113,150,852.83,853.2,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 3 (very dark gray),,,present [A79],1,granule [W22_2],subrounded,,,,,,,,kf granule at 120 cm,,,,,,341,U1418,F,63,R,1,A,,,
341-U1418F-63R-2-A,0,4,853.2,853.24,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,63,R,2,A,,,
341-U1418F-63R-2-A,4,13.5,853.24,853.335,,mud [Leg210],,mud ,,,,N 4 (dark gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,63,R,2,A,,,
341-U1418F-63R-2-A,13.5,48,853.335,853.68,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,"greenish gray color bands (mm to 1cm thick);
36cm: small fault",,irregular,,,,341,U1418,F,63,R,2,A,,,
341-U1418F-63R-2-A,48,52,853.68,853.72,,sandstone [Leg210],,sandstone ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,irregular,,,,341,U1418,F,63,R,2,A,,,
341-U1418F-63R-2-A,52,83,853.72,854.03,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,63,R,2,A,,,
341-U1418F-63R-2-A,83,97,854.03,854.17,,mud [Leg210],,mud ,,,,N 3 (very dark gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,63,R,2,A,,,
341-U1418F-63R-2-A,97,101,854.17,854.21,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,63,R,2,A,,,
341-U1418F-63R-2-A,101,119,854.21,854.39,,mud [Leg210],,mud ,,,,N 4 (dark gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,63,R,2,A,,,
341-U1418F-63R-3-A,0,43,854.39,854.82,,mud [Leg210],,mud ,,,,N 4 (dark gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,irregular,,,,341,U1418,F,63,R,3,A,,,
341-U1418F-63R-3-A,43,46,854.82,854.85,calcareous bearing,sandstone [Leg210],,calcareous bearing sandstone ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,irregular,,,,341,U1418,F,63,R,3,A,,,
341-U1418F-63R-3-A,46,49,854.85,854.88,,mud [Leg210],,mud ,,,,N 4 (dark gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,63,R,3,A,,,
341-U1418F-63R-3-A,49,57,854.88,854.96,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,54.5cm: Zoophycos burrow,,,,,,341,U1418,F,63,R,3,A,,,
341-U1418F-63R-CC-A,0,31,854.96,855.27,,mud [Leg210],,mud ,,,,N 4 (dark gray),heavy [DB86],3,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,63,R,CC,A,,,
341-U1418F-63R-CC-A,31,36,855.27,855.32,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,F,63,R,CC,A,,,
341-U1418F-64R-1-A,0,39,861.4,861.79,,mud [Leg210],,mud ,,,,N 3 (very dark gray),heavy [DB86],3,,,,,,,,,,,,,,,,,,341,U1418,F,64,R,1,A,,,
341-U1418F-64R-1-A,39,42,861.79,861.82,calcareous bearing,siltstone [Leg210],,calcareous bearing siltstone ,,,,N 7 (light gray),,,,,,,,,,,,,,biscuit,,,,,,341,U1418,F,64,R,1,A,,,
341-U1418F-64R-1-A,42,60,861.82,862,,mud [Leg210],,mud ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,gradational contact,,,,,341,U1418,F,64,R,1,A,,,
341-U1418F-64R-1-A,60,100,862,862.4,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,64,R,1,A,,,
341-U1418F-64R-1-A,100,104,862.4,862.44,calcareous bearing,siltstone [Leg210],,calcareous bearing siltstone ,,,,N 7 (light gray),,,,,,,,,,,,,,crack,,,,,,341,U1418,F,64,R,1,A,,,
341-U1418F-64R-1-A,104,136,862.44,862.76,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,64,R,1,A,,,
341-U1418F-64R-2-A,0,28,862.76,863.04,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,64,R,2,A,,,
341-U1418F-64R-2-A,28,32,863.04,863.08,calcareous bearing,siltstone [Leg210],,calcareous bearing siltstone ,,,,N 7 (light gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,64,R,2,A,,,
341-U1418F-64R-2-A,32,38,863.08,863.14,,mud [Leg210],,mud ,,,,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,64,R,2,A,,,
341-U1418F-64R-2-A,38,42,863.14,863.18,calcareous bearing,siltstone [Leg210],,calcareous bearing siltstone ,,,,N 7 (light gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,64,R,2,A,,,
341-U1418F-64R-2-A,42,49,863.18,863.25,,mud [Leg210],,mud ,,,,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,64,R,2,A,,,
341-U1418F-64R-2-A,49,50.5,863.25,863.265,calcareous bearing,siltstone [Leg210],,calcareous bearing siltstone ,,,,N 7 (light gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,64,R,2,A,,,
341-U1418F-64R-2-A,50.5,60,863.265,863.36,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,64,R,2,A,,,
341-U1418F-64R-CC-A,0,17,863.36,863.53,calcareous rich,interbedded clay(stone) and mud(stone) [McKW53],,calcareous rich interbedded clay(stone) and mud(stone) ,,,,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,mud with thin beds of calcareous rich clay,,,,,,341,U1418,F,64,R,CC,A,,,
341-U1418F-64R-CC-A,17,22,863.53,863.58,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,F,64,R,CC,A,,,
341-U1418F-65R-1-A,0,109,871.1,872.19,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 3 (very dark gray),,,,,,,,,,,,,,"clasts max. granule size, commonly medium sand; clasts arranged in thin laminae to laminae; between 48 to 62 cm distal end of larger cross bed structure;",sharp contact,planar,,,,341,U1418,F,65,R,1,A,,,
341-U1418F-65R-1-A,109,117,872.19,872.27,sandy,mud [Leg210],,sandy mud ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,sharp contact,planar,,,,341,U1418,F,65,R,1,A,,,
341-U1418F-65R-1-A,117,150,872.27,872.6,,mud [Leg210],,mud ,,,parallel lamination,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,65,R,1,A,,,
