Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Grading,Sorting,Primary sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],2nd sedimentary structure,3rd sedimentary structure,Minor components,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
375-U1520D-54X-2-A,0,108.0,535.26,536.34,,convoluted,marl,,convoluted marl,convoluted marl,marl,5GY 7/1 (light greenish gray),,,,,,consolidated,,,,,,,,,,,,,,Convoluted marl with different tones of light green showing evidence of soft sediment deformation as flow banding. One pale brown ash layer at 5 cm.,,,,375,U1520,D,54,X,2,A,,,
375-U1520D-54X-3-A,0,70.0,536.34,537.04,,convoluted,marl,,convoluted marl,convoluted marl,marl,5GY 7/1 (light greenish gray),,,,,,consolidated,,,,,1,,,,,,,,,Convoluted marl with different tones of light green showing evidence of soft sediment deformation as flow banding.,,,,375,U1520,D,54,X,3,A,,,
375-U1520D-54X-CC-A,0,7.0,537.04,537.11,,convoluted,marl,,convoluted marl,convoluted marl,marl,5GY 7/1 (light greenish gray),,,,,,consolidated,,,,,1,,,,,,,,,Convoluted marl with different tones of light green showing evidence of soft sediment deformation as flow banding.,,,,375,U1520,D,54,X,CC,A,,,
375-U1520D-55X-1-A,0,132.0,539.0,540.32,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,consolidated,,,,slight,1,planar lamination,,,,,,,,"Marl layers show some parallel lamination. Drilling disturbance obscures some of the original sedimentary structure. However, within individual biscuits, lamination and bioturbation is clearly visible.",,,,375,U1520,D,55,X,1,A,,,
375-U1520D-55X-2-A,0,92.0,540.52,541.44,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,consolidated,,,,slight,1,planar lamination,,,,,,,,"Marl layers show some parallel lamination. Drilling disturbance obscures some of the original sedimentary structure. However, within individual biscuits, lamination and bioturbation is clearly visible. Though no distinct convolution is visible, a basalt clast is seen at 19 cm.",,,,375,U1520,D,55,X,2,A,,,
375-U1520D-55X-2-A,92,99.0,541.44,541.51,,convoluted,marl,,convoluted marl,convoluted marl,marl,5GY 7/1 (light greenish gray),,,,,,consolidated,,,,,,,,,,,,,,Convoluted marl with different tones of light green showing evidence of soft sediment deformation such as flow banding.,,,,375,U1520,D,55,X,2,A,,,
375-U1520D-55X-2-A,119,150.0,541.71,542.02,,convoluted,marl,,convoluted marl,convoluted marl,marl,5GY 7/1 (light greenish gray),,,,,,consolidated,,,,,,,,,,,,,,Convoluted marl with different tones of light green showing evidence of soft sediment deformation such as flow banding as well as irregular marl clasts.,,,,375,U1520,D,55,X,2,A,,,
375-U1520D-55X-3-A,15,121.0,542.17,543.23,,convoluted,marl,,convoluted marl,convoluted marl,marl,5GY 7/1 (light greenish gray),,,,,,consolidated,,,,,,,,,,,,,,Convoluted marl with different tones of light green showing evidence of soft sediment deformation such as flow banding as well as irregular marl clasts. Basalt clast at 102 cm. Ash pod at 52 cm.,,,,375,U1520,D,55,X,3,A,,,
375-U1520D-55X-CC-A,0,22.0,543.23,543.45,,convoluted,marl,,convoluted marl,convoluted marl,marl,5GY 7/1 (light greenish gray),,,,,,consolidated,,,,,,,,,,,,,,Convoluted marl with different tones of light green showing evidence of soft sediment deformation such as flow banding as well as irregular marl clasts.,,,,375,U1520,D,55,X,CC,A,,,
375-U1520D-56X-1-A,0,38.0,548.5,548.88,,convoluted,marl,,convoluted marl,convoluted marl,marl,5GY 7/1 (light greenish gray),,,,,,consolidated,,,,,,,,,,,,,,Convoluted marl with different tones of light green containing marl and pumice clasts. Strongly disturbed by drilling. Ash pods at 27 to 28 cm. Top filled with fall in clasts.,,,,375,U1520,D,56,X,1,A,,,
375-U1520D-58X-1-A,0,51.0,567.7,568.21,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,slight,1,planar lamination,,,,,,,,Light greenish gray marl layers Drilling disturbance and bioturbation obscure most of the original sedimentary structure. Ash layer with parallel lamination from 28-33 cm.,,,,375,U1520,D,58,X,1,A,,,
375-U1520D-58X-2-A,0,114.0,568.3,569.44,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,slight,1,,,,,,,,,Light greenish gray marl layers Drilling disturbance and bioturbation obscure most of the original sedimentary structure. Drilling disturbance is particularly strong from 61 cm to bottom of section.,,,,375,U1520,D,58,X,2,A,,,
375-U1520D-58X-CC-A,0,31.0,569.44,569.75,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,slight,1,,,,,,,,,Light greenish gray marl layers Strong drilling disturbance obscure most of the original sedimentary structure. Two biscuited ash layers at 62 and 74 cm.,,,,375,U1520,D,58,X,CC,A,,,
375-U1520D-59X-CC-A,0,13.0,577.2,577.33,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,slight,1,,,,,,,,,Light greenish gray marl layers. Two biscuited ash layers at 8 and 16 cm. Drilling disturbance and bioturbation obscure most of the original sedimentary structure.,,,,375,U1520,D,59,X,CC,A,,,
375-U1520D-60X-1-A,0,94.0,586.8,587.74,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,moderate,2,planar lamination,,,,,,,,Light greenish gray marl layers. Some intervals with darker gray material show clear evidence of bioturbation. Parallel lamination observed at 91 cm. Some darker gray mudstone in the top 4 cm likely is the result of material falling into the core from an overlying unit. Ash layer at 16 cm and dissiminated ash layer at 54 cm.,,,,375,U1520,D,60,X,1,A,,,
375-U1520D-61X-1-A,0,30.0,591.4,591.7,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,slight,1,,,,,,,,,Light greenish gray marl layers. Bioturbation is visible through mixing of slightly different colored marl. Some darker gray mudstone in the top 3 cm likely is the result of material falling into the core from an overlying unit. Brownish tephra layer at 30 cm.,,,,375,U1520,D,61,X,1,A,,,
375-U1520D-61X-2-A,0,36.0,591.88,592.24,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,slight,1,,,,,,,,,Light greenish gray marl layers. Bioturbation is visible through mixing of slightly different colored marl. Drilling disturbance obscures original sedimentary structure.,,,,375,U1520,D,61,X,2,A,,,
375-U1520D-61X-2-A,36,92.0,592.24,592.8,,convoluted,marl,,convoluted marl,convoluted marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,,,,,,,,,,,Convoluted marl with different tones of light green showing evidence of soft sediment deformation such as flow banding as well as irregular marl clasts and small (< 5 mm) basalt clasts.,,,,375,U1520,D,61,X,2,A,,,
375-U1520D-62X-1-A,0,51.0,596.4,596.91,,convoluted,marl,,convoluted marl,convoluted marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,,,,,,,,,,,Convoluted marl with different tones of light green showing evidence of soft sediment deformation such as flow banding as well as irregular marl clasts and small (<1 cm) basalt clasts. Small normal faults (mm-scale offset) at 30 cm.,,,,375,U1520,D,62,X,1,A,,,
375-U1520D-62X-2-A,0,33.0,597.11,597.44,,convoluted,marl,,convoluted marl,convoluted marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,,,,,,,,,,,Convoluted marl with different tones of light green showing evidence of soft sediment deformation such as flow banding as well as irregular marl clasts and small (<1 cm) basalt clasts.,,,,375,U1520,D,62,X,2,A,,,
375-U1520D-62X-2-A,33,95.0,597.44,598.06,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,slight,1,planar lamination,,,,,,,,Marl with pinkish brown ash layers. Small normal faults (mm-scale offset) can be seen at 55 cm offsetting a Zoophycos burrow.,,,,375,U1520,D,62,X,2,A,,,
375-U1520D-63X-1-A,0,120.0,606.0,607.2,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,slight,1,,,,,,,,,Marl with slight bioturbation. Bottom interval (97-120 cm) drilling disturbance makes it difficult to determine whether color mottling is related to bioturbation or convoluted marl clasts.,,,,375,U1520,D,63,X,1,A,,,
375-U1520D-63X-2-A,0,150.0,607.5,609.0,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,slight,1,,,,,,,,,Marl with slight bioturbation. Drilling disturbance obscures original sedimentary structure.,,,,375,U1520,D,63,X,2,A,,,
375-U1520D-63X-3-A,0,57.0,609.0,609.57,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,slight,1,,,,,,,,,Marl with slight bioturbation. Drilling disturbance obscures original sedimentary structure.,,,,375,U1520,D,63,X,3,A,,,
375-U1520D-63X-CC-A,0,14.0,609.57,609.71,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,slight,1,,,,,,,,,Marl with very slight bioturbation.,,,,375,U1520,D,63,X,CC,A,,,
375-U1520D-64X-1-A,0,100.0,615.6,616.6,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,strong,3,,,,,,,,,Marl with strong bioturbation. Drilling disturbance and bioturbation obscure sedimentary structures so that it is difficult to determine whether color mottling is related to bioturbation or to occurrence of convoluted marl clasts. At bottom interval 95-101 cm disseminated ash layers.,,,,375,U1520,D,64,X,1,A,,,
375-U1520D-64X-2-A,0,72.0,616.6,617.32,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,strong,3,,,,,,,,,Marl with strong bioturbation. Drilling disturbance and bioturbation obscure sedimentary structures so that it is difficult to determine whether color mottling is related to bioturbation or to occurrence of convoluted marl clasts.,,,,375,U1520,D,64,X,2,A,,,
375-U1520D-64X-3-A,0,85.0,617.6,618.45,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,strong,3,,,,,,,,,Marl with strong bioturbation. Drilling disturbance and bioturbation obscure sedimentary structures so that it is difficult to determine whether color mottling is related to bioturbation or to occurrence of convoluted marl clasts. Disseminated ash layers at 58-60 cm interval.,,,,375,U1520,D,64,X,3,A,,,
375-U1520D-64X-4-A,0,71.0,618.45,619.16,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,strong,3,,,,,,,,,Marl with strong bioturbation. Drilling disturbance and bioturbation obscure sedimentary structures so that it is difficult to determine whether color mottling is related to bioturbation or to occurrence of convoluted marl clasts. Disseminated ash layers at 18-20 and 24-27 cm intervals.,,,,375,U1520,D,64,X,4,A,,,
375-U1520D-64X-CC-A,0,28.0,619.16,619.44,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,strong,3,,,,,,,,,Marl with strong bioturbation. Drilling disturbance and bioturbation obscure sedimentary structures so that it is difficult to determine whether color mottling is related to bioturbation or to occurrence of convoluted marl clasts.,,,,375,U1520,D,64,X,CC,A,,,
375-U1520D-65X-1-A,0,10.0,620.1,620.2,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,strong,3,,,,,,,,,Marl with strong bioturbation. Drilling disturbance and bioturbation obscure sedimentary structures so that it is difficult to determine whether color mottling is related to bioturbation or to occurrence of convoluted marl clasts.,,,,375,U1520,D,65,X,1,A,,,
375-U1520D-65X-1-A,27,58.0,620.37,620.68,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,strong,3,,,,,,,,,Marl with strong bioturbation. Drilling disturbance and bioturbation obscure sedimentary structures so that it is difficult to determine whether color mottling is related to bioturbation or to occurrence of convoluted marl clasts.,,,,375,U1520,D,65,X,1,A,,,
375-U1520D-65X-1-A,68,142.0,620.78,621.52,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,strong,3,,,,,,,,,Marl with strong bioturbation. Drilling disturbance and bioturbation obscure sedimentary structures so that it is difficult to determine whether color mottling is related to bioturbation or to occurrence of convoluted marl clasts.,,,,375,U1520,D,65,X,1,A,,,
375-U1520D-65X-2-A,0,56.0,621.52,622.08,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,strong,3,,,,,,,,,"Marl with strong bioturbation. Drilling disturbance and bioturbation obscure sedimentary structures so that it is difficult to determine whether color mottling is related to bioturbation or to occurrence of convoluted marl clasts. Ash layer at 0-5, 15-20, 37-42 cm. Thickness of layers is minimum due to biscuiting.",,,,375,U1520,D,65,X,2,A,,,
375-U1520D-65X-3-A,0,50.0,622.28,622.78,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,strong,3,,,,,,,,,Marl with strong bioturbation. Drilling disturbance and bioturbation obscure sedimentary structures so that it is difficult to determine whether color mottling is related to bioturbation or to occurrence of convoluted marl clasts. Ash layer at 19-24 cm. Thickness of layers is minimum due to biscuiting.,,,,375,U1520,D,65,X,3,A,,,
375-U1520D-65X-CC-A,0,17.0,622.78,622.95,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,strong,3,,,,,,,,,Marl with strong bioturbation. Drilling disturbance and bioturbation obscure sedimentary structures so that it is difficult to determine whether color mottling is related to bioturbation or to occurrence of convoluted marl clasts.,,,,375,U1520,D,65,X,CC,A,,,
375-U1520D-66X-1-A,0,129.5,625.1,626.395,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,strong,3,,,,,,,,,Marl with strong bioturbation. Drilling disturbance and bioturbation obscure sedimentary structures so that it is difficult to determine whether color mottling is related to bioturbation or to occurrence of convoluted marl clasts.,,,,375,U1520,D,66,X,1,A,,,
375-U1520D-66X-2-A,0,131.0,626.59,627.9,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,strong,3,,,,,,,,,"Marl with strong bioturbation. Ash layer at 90 cm, showing planar lamination. Disseminated ash layer at 7 cm. Drilling disturbance and bioturbation obscure sedimentary structures so that it is difficult to determine whether color mottling is related to bioturbation or to occurrence of convoluted marl clasts.",,,,375,U1520,D,66,X,2,A,,,
375-U1520D-66X-3-A,0,149.0,628.1,629.59,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,strong,3,,,,,,,,,Marl with strong bioturbation. Disseminated ash layer at 73 and 120 cm. Drilling disturbance and bioturbation obscure sedimentary structures so that it is difficult to determine whether color mottling is related to bioturbation or to occurrence of convoluted marl clasts.,,,,375,U1520,D,66,X,3,A,,,
375-U1520D-66X-4-A,0,81.0,629.59,630.4,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,strong,3,,,,,,,,,Marl with strong bioturbation. Drilling disturbance and bioturbation obscure sedimentary structures so that it is difficult to determine whether color mottling is related to bioturbation or to occurrence of convoluted marl clasts.,,,,375,U1520,D,66,X,4,A,,,
375-U1520D-66X-5-A,0,55.0,630.6,631.15,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,strong,3,,,,,,,,,Marl with strong bioturbation. Ash layers at 40 and 55 cm. Drilling disturbance and bioturbation obscure sedimentary structures so that it is difficult to determine whether color mottling is related to bioturbation or to occurrence of convoluted marl clasts.,,,,375,U1520,D,66,X,5,A,,,
375-U1520D-66X-CC-A,0,33.0,631.15,631.48,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,strong,3,,,,,,,,,Marl with strong bioturbation. Ash layers at 23 cm. Disseminated ash at 25-30 cm. Drilling disturbance and bioturbation obscure sedimentary structures so that it is difficult to determine whether color mottling is related to bioturbation or to occurrence of convoluted marl clasts.,,,,375,U1520,D,66,X,CC,A,,,
375-U1520D-66X-CC-A,39,47.0,631.54,631.62,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,strong,3,,,,,,,,,Marl with strong bioturbation. Ash layer at 42 cm. Drilling disturbance and bioturbation obscure sedimentary structures so that it is difficult to determine whether color mottling is related to bioturbation or to occurrence of convoluted marl clasts.,,,,375,U1520,D,66,X,CC,A,,,
375-U1520D-67X-1-A,0,16.0,634.7,634.86,,,marl,,marl,marl,marl,5GY 6/1 (greenish gray),,,,,,lithified [B84],,,,,,,,,,,,,,Marl with a biscuit of mudstone in the top 3 cm that likely fell into the hole from an overlying unit.,,,,375,U1520,D,67,X,1,A,,,
375-U1520D-67X-1-A,32,122.0,635.02,635.92,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,moderate,2,,,,,,,,,"Marl with moderate bioturbation. Ash layers at 38, 85, 92, and 117cm.",,,,375,U1520,D,67,X,1,A,,,
375-U1520D-67X-CC-A,6,35.0,635.98,636.27,,,marl,,marl,marl,marl,5GY 7/1 (light greenish gray),,,,,,lithified [B84],,,,slight,1,,,,,,,,,Marl with two ash layers (21 and 36 cm).,,,,375,U1520,D,67,X,CC,A,,,
