Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology prefix,Principal lithology,Lithology suffix,Lithology name,Grain size max. [mm],Lithification,Lithification rank,Lithology [%],Lithology classification,Comment,File Data,
317-U1352C-138R-2-A,317,U1352,C,138,138-2,R,2,A,0,149.0,1833.4,1834.89,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,"There are two distinct lithologies within this core:

Lithotype 1: The most common lithology is a light gray (10Y 7/1) moderately sorted slightly to moderately glauconitic vf sandy limestone.  This lithology tends to have sharp upper and lower contacts. It ranges from faintly laminated to heavily bioturbated (ichnofabric index of 3-5) with light tan colored v.f. muddy sand filled burrows.  Burrows range in size from mm to several cm in diameter.

Lithotype 2:The second most common lithology is a very dark greenish gray (10Y 3/1) well sorted v.f. to f (mostly v.f.) massive to finely horizontally laminated glauconitic calcareous sandstone. The laminated sandstone is often composed of mixed lithology, with lighter possibly more calcareous material contained within the laminae. This sandstone typically forms laminations and beds up to 5 cm thick with sharp contacts. The ichnofabric index is 1. These beds are both conformable with the limestone sedimentary fabric but also can cross-cut existing fabric and burrows.  These layers can bifurcate or have thin layers/stringers that originate off thicker ones.
",,
317-U1352C-138R-3-A,317,U1352,C,138,138-3,R,3,A,0,150.0,1834.89,1836.39,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,"There are two distinct lithologies within this core:

Lithotype 1: The most common lithology is a light gray (10Y 7/1) moderately sorted slightly to moderately glauconitic vf sandy limestone.  This lithology tends to have sharp upper and lower contacts. It ranges from faintly laminated to heavily bioturbated (ichnofabric index of 3-5) with light tan colored v.f. muddy sand filled burrows.  Burrows range in size from mm to several cm in diameter.

Lithotype 2:The second most common lithology is a very dark greenish gray (10Y 3/1) well sorted v.f. to f (mostly v.f.) massive to finely horizontally laminated glauconitic calcareous sandstone. The laminated sandstone is often composed of mixed lithology, with lighter possibly more calcareous material contained within the laminae. This sandstone typically forms laminations and beds up to 5 cm thick with sharp contacts. The ichnofabric index is 1. These beds are both conformable with the limestone sedimentary fabric but also can cross-cut existing fabric and burrows.  These layers can bifurcate or have thin layers/stringers that originate off thicker ones.
",,
317-U1352C-138R-4-A,317,U1352,C,138,138-4,R,4,A,0,150.0,1836.39,1837.89,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,"There are two distinct lithologies within this core:

Lithotype 1: The most common lithology is a light gray (10Y 7/1) moderately sorted slightly to moderately glauconitic vf sandy limestone.  This lithology tends to have sharp upper and lower contacts. It ranges from faintly laminated to heavily bioturbated (ichnofabric index of 3-5) with light tan colored v.f. muddy sand filled burrows.  Burrows range in size from mm to several cm in diameter.

Lithotype 2:The second most common lithology is a very dark greenish gray (10Y 3/1) well sorted v.f. to f (mostly v.f.) massive to finely horizontally laminated glauconitic calcareous sandstone. The laminated sandstone is often composed of mixed lithology, with lighter possibly more calcareous material contained within the laminae. This sandstone typically forms laminations and beds up to 5 cm thick with sharp contacts. The ichnofabric index is 1. These beds are both conformable with the limestone sedimentary fabric but also can cross-cut existing fabric and burrows.  These layers can bifurcate or have thin layers/stringers that originate off thicker ones.
",,
317-U1352C-138R-5-A,317,U1352,C,138,138-5,R,5,A,0,150.0,1837.89,1839.39,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,"There are two distinct lithologies within this core:

Lithotype 1: The most common lithology is a light gray (10Y 7/1) moderately sorted slightly to moderately glauconitic vf sandy limestone.  This lithology tends to have sharp upper and lower contacts. It ranges from faintly laminated to heavily bioturbated (ichnofabric index of 3-5) with light tan colored v.f. muddy sand filled burrows.  Burrows range in size from mm to several cm in diameter.

Lithotype 2:The second most common lithology is a very dark greenish gray (10Y 3/1) well sorted v.f. to f (mostly v.f.) massive to finely horizontally laminated glauconitic calcareous sandstone. The laminated sandstone is often composed of mixed lithology, with lighter possibly more calcareous material contained within the laminae. This sandstone typically forms laminations and beds up to 5 cm thick with sharp contacts. The ichnofabric index is 1. These beds are both conformable with the limestone sedimentary fabric but also can cross-cut existing fabric and burrows.  These layers can bifurcate or have thin layers/stringers that originate off thicker ones.
",,
317-U1352C-138R-6-A,317,U1352,C,138,138-6,R,6,A,0,142.0,1839.39,1840.81,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,"There are two distinct lithologies within this core:

Lithotype 1: The most common lithology is a light gray (10Y 7/1) moderately sorted slightly to moderately glauconitic vf sandy limestone.  This lithology tends to have sharp upper and lower contacts. It ranges from faintly laminated to heavily bioturbated (ichnofabric index of 3-5) with light tan colored v.f. muddy sand filled burrows.  Burrows range in size from mm to several cm in diameter.

Lithotype 2:The second most common lithology is a very dark greenish gray (10Y 3/1) well sorted v.f. to f (mostly v.f.) massive to finely horizontally laminated glauconitic calcareous sandstone. The laminated sandstone is often composed of mixed lithology, with lighter possibly more calcareous material contained within the laminae. This sandstone typically forms laminations and beds up to 5 cm thick with sharp contacts. The ichnofabric index is 1. These beds are both conformable with the limestone sedimentary fabric but also can cross-cut existing fabric and burrows.  These layers can bifurcate or have thin layers/stringers that originate off thicker ones.
",,
317-U1352C-138R-7-A,317,U1352,C,138,138-7,R,7,A,0,57.0,1840.81,1841.38,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,"There are two distinct lithologies within this core:

Lithotype 1: The most common lithology is a light gray (10Y 7/1) moderately sorted slightly to moderately glauconitic vf sandy limestone.  This lithology tends to have sharp upper and lower contacts. It ranges from faintly laminated to heavily bioturbated (ichnofabric index of 3-5) with light tan colored v.f. muddy sand filled burrows.  Burrows range in size from mm to several cm in diameter.

Lithotype 2:The second most common lithology is a very dark greenish gray (10Y 3/1) well sorted v.f. to f (mostly v.f.) massive to finely horizontally laminated glauconitic calcareous sandstone. The laminated sandstone is often composed of mixed lithology, with lighter possibly more calcareous material contained within the laminae. This sandstone typically forms laminations and beds up to 5 cm thick with sharp contacts. The ichnofabric index is 1. These beds are both conformable with the limestone sedimentary fabric but also can cross-cut existing fabric and burrows.  These layers can bifurcate or have thin layers/stringers that originate off thicker ones.
",,
317-U1352C-138R-CC-A,317,U1352,C,138,138-CC,R,CC,A,0,16.0,1841.38,1841.54,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,"There are two distinct lithologies within this core:

Lithotype 1: The most common lithology is a light gray (10Y 7/1) moderately sorted slightly to moderately glauconitic vf sandy limestone.  This lithology tends to have sharp upper and lower contacts. It ranges from faintly laminated to heavily bioturbated (ichnofabric index of 3-5) with light tan colored v.f. muddy sand filled burrows.  Burrows range in size from mm to several cm in diameter.

Lithotype 2:The second most common lithology is a very dark greenish gray (10Y 3/1) well sorted v.f. to f (mostly v.f.) massive to finely horizontally laminated glauconitic calcareous sandstone. The laminated sandstone is often composed of mixed lithology, with lighter possibly more calcareous material contained within the laminae. This sandstone typically forms laminations and beds up to 5 cm thick with sharp contacts. The ichnofabric index is 1. These beds are both conformable with the limestone sedimentary fabric but also can cross-cut existing fabric and burrows.  These layers can bifurcate or have thin layers/stringers that originate off thicker ones.
",,
317-U1352C-139R-1-A,317,U1352,C,139,139-1,R,1,A,0,148.0,1841.5,1842.98,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,glauconitic silty limestone intermixed with <1 cm thick glauconitic calcareous sandstone,,
317-U1352C-139R-2-A,317,U1352,C,139,139-2,R,2,A,0,148.0,1842.98,1844.46,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,glauconitic silty limestone intermixed with <1 cm thick glauconitic calcareous sandstone,,
317-U1352C-139R-3-A,317,U1352,C,139,139-3,R,3,A,0,143.0,1844.46,1845.89,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,glauconitic silty limestone intermixed with <1 cm thick glauconitic calcareous sandstone,,
317-U1352C-139R-4-A,317,U1352,C,139,139-4,R,4,A,0,147.0,1845.89,1847.36,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,glauconitic silty limestone intermixed with <1 cm thick glauconitic calcareous sandstone,,
317-U1352C-139R-5-A,317,U1352,C,139,139-5,R,5,A,0,107.0,1847.36,1848.43,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,glauconitic silty limestone intermixed with <1 cm thick glauconitic calcareous sandstone,,
317-U1352C-140R-1-A,317,U1352,C,140,140-1,R,1,A,0,80.0,1851.1,1851.9,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,glauconitic silty limestone,,
317-U1352C-140R-2-A,317,U1352,C,140,140-2,R,2,A,0,44.0,1852.16,1852.6,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,glauconitic silty limestone,,
317-U1352C-140R-2-A,317,U1352,C,140,140-2,R,2,A,44,48.0,1852.6,1852.64,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,pieces of limestone,,
317-U1352C-140R-2-A,317,U1352,C,140,140-2,R,2,A,48,55.0,1852.64,1852.71,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,"limestone (Amuri limestone), no glauconitic grains",,
317-U1352C-141R-1-A,317,U1352,C,141,141-1,R,1,A,0,122.0,1860.8,1862.02,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,,,
317-U1352C-141R-2-A,317,U1352,C,141,141-2,R,2,A,0,55.0,1862.02,1862.57,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,,,
317-U1352C-142R-1-A,317,U1352,C,142,142-1,R,1,A,0,106.0,1870.4,1871.46,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,,,
317-U1352C-143R-1-A,317,U1352,C,143,143-1,R,1,A,0,150.0,1875.0,1876.5,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,limestone with stylolite,,
317-U1352C-143R-2-A,317,U1352,C,143,143-2,R,2,A,0,144.0,1876.5,1877.94,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,limestone with stylolite,,
317-U1352C-143R-3-A,317,U1352,C,143,143-3,R,3,A,0,91.0,1877.94,1878.85,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,limestone with stylolite,,
317-U1352C-144R-1-A,317,U1352,C,144,144-1,R,1,A,0,148.0,1880.0,1881.48,,Limestone [Leg210],,Limestone,,,,,Leg210,Limestone with common stylolites 1 to 5 cm apart and zoophycus burrows,,
317-U1352C-144R-2-A,317,U1352,C,144,144-2,R,2,A,0,147.0,1881.48,1882.95,,Limestone [Leg210],,Limestone,,,,,Leg210,Limestone with common stylolites 1 to 5 cm apart and zoophycus burrows,,
317-U1352C-144R-3-A,317,U1352,C,144,144-3,R,3,A,0,102.0,1882.95,1883.97,,Limestone [Leg210],,Limestone,,,,,Leg210,Limestone with common stylolites 1 to 5 cm apart and zoophycus burrows,,
317-U1352C-144R-4-A,317,U1352,C,144,144-4,R,4,A,0,150.0,1884.17,1885.67,,Limestone [Leg210],,Limestone,,,,,Leg210,Limestone with common stylolites 1 to 5 cm apart and zoophycus burrows,,
317-U1352C-144R-CC-A,317,U1352,C,144,144-CC,R,CC,A,0,23.0,1885.67,1885.9,,Limestone [Leg210],,Limestone,,,,,Leg210,Limestone with common stylolites 1 to 5 cm apart and zoophycus burrows,,
317-U1352C-145R-1-A,317,U1352,C,145,145-1,R,1,A,0,145.0,1889.5,1890.95,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,Slightly sandy homogeneous nannofossil limestone. Secondary lithologies include chert and a mudstone.  Irregularly spaced mm-thick styolites are found throughout.,,
317-U1352C-145R-2-A,317,U1352,C,145,145-2,R,2,A,0,150.0,1890.95,1892.45,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,Slightly sandy homogeneous nannofossil limestone. Secondary lithologies include chert and a mudstone.  Irregularly spaced mm-thick styolites are found throughout.,,
317-U1352C-145R-3-A,317,U1352,C,145,145-3,R,3,A,0,105.0,1892.45,1893.5,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,Slightly sandy homogeneous nannofossil limestone. Secondary lithologies include chert and a mudstone.  Irregularly spaced mm-thick styolites are found throughout.,,
317-U1352C-146R-1-A,317,U1352,C,146,146-1,R,1,A,0,150.0,1898.7,1900.2,,Limestone [Leg210],fine-grained,Limestone fine-grained,,hard,,,Leg210,"white, v f sandy (a few %) fine-grained limestone",,
317-U1352C-146R-2-A,317,U1352,C,146,146-2,R,2,A,0,150.0,1900.2,1901.7,,Limestone [Leg210],fine-grained,Limestone fine-grained,,hard,,,Leg210,"white, v f sandy (a few %) fine-grained limestone",,
317-U1352C-146R-3-A,317,U1352,C,146,146-3,R,3,A,0,140.0,1901.7,1903.1,,Limestone [Leg210],fine-grained,Limestone fine-grained,,hard,,,Leg210,"white, v f sandy (a few %) fine-grained limestone",,
317-U1352C-146R-CC-A,317,U1352,C,146,146-CC,R,CC,A,0,18.0,1903.1,1903.28,,Limestone [Leg210],fine-grained,Limestone fine-grained,,hard,,,Leg210,"white, v f sandy (a few %) fine-grained limestone",,
317-U1352C-147R-1-A,317,U1352,C,147,147-1,R,1,A,0,141.0,1908.3,1909.71,,Limestone [Leg210],,Limestone,,,,,Leg210,"white (2.5Y 8/1) limestone, with a few % of very fine sandy fine-grained.  stylorite (thickness < 1 mm, amplitude < 2 mm) commom.  ",,
317-U1352C-147R-2-A,317,U1352,C,147,147-2,R,2,A,0,126.0,1909.71,1910.97,,Limestone [Leg210],,Limestone,,,,,Leg210,"white (2.5Y 8/1) limestone, with a few % of very fine sandy fine-grained.  stylorite (thickness < 1 mm, amplitude < 2 mm) commom.  ",,
317-U1352C-147R-3-A,317,U1352,C,147,147-3,R,3,A,0,147.0,1911.21,1912.68,,Limestone [Leg210],,Limestone,,,,,Leg210,"white (2.5Y 8/1) limestone, with a few % of very fine sandy fine-grained.  stylorite (thickness < 1 mm, amplitude < 2 mm) commom.  ",,
317-U1352C-147R-4-A,317,U1352,C,147,147-4,R,4,A,0,142.0,1912.68,1914.1,,Limestone [Leg210],,Limestone,,,,,Leg210,"white (2.5Y 8/1) limestone, with a few % of very fine sandy fine-grained.  stylorite (thickness < 1 mm, amplitude < 2 mm) commom.  ",,
317-U1352C-147R-5-A,317,U1352,C,147,147-5,R,5,A,0,150.0,1914.1,1915.6,,Limestone [Leg210],,Limestone,,,,,Leg210,"white (2.5Y 8/1) limestone, with a few % of very fine sandy fine-grained.  stylorite (thickness < 1 mm, amplitude < 2 mm) commom.  ",,
317-U1352C-147R-6-A,317,U1352,C,147,147-6,R,6,A,0,103.0,1915.6,1916.63,,Limestone [Leg210],,Limestone,,,,,Leg210,"white (2.5Y 8/1) limestone, with a few % of very fine sandy fine-grained.  stylorite (thickness < 1 mm, amplitude < 2 mm) commom.  ",,
317-U1352C-148R-1-A,317,U1352,C,148,148-1,R,1,A,0,150.0,1917.9,1919.4,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,,,
317-U1352C-148R-2-A,317,U1352,C,148,148-2,R,2,A,0,145.0,1919.4,1920.85,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,,,
317-U1352C-148R-3-A,317,U1352,C,148,148-3,R,3,A,0,135.0,1920.85,1922.2,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,,,
317-U1352C-148R-4-A,317,U1352,C,148,148-4,R,4,A,0,109.0,1922.35,1923.44,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,,,
317-U1352C-148R-5-A,317,U1352,C,148,148-5,R,5,A,0,70.0,1923.44,1924.14,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,,,
317-U1352C-148R-CC-A,317,U1352,C,148,148-CC,R,CC,A,0,12.0,1924.14,1924.26,,Limestone [Leg210],,Limestone,,lithified,,,Leg210,,,
