Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Ulmus taxa,Tsuga taxa,Tilia taxa,Taxodiaceae taxa,Sphagnum taxa,Selaginella  taxa,Sciadopitys taxa,Quercus taxa,Pterocarya taxa,Polypodiaceae taxa,Pinus taxa,Picea taxa,Nyssa  taxa,Myrica taxa,Lycopodiaceae taxa,Liquidambar taxa,Larix type taxa,Juglans taxa,Ilex taxa,Gramineae taxa,Fagus taxa,Ericaceae taxa,Ephedra taxa,Cyperaceae taxa,Cryptomeria  taxa,Corylus taxa,Compositae taxa,Chenopodiaceae taxa,Celtis taxa,Carya taxa,Carpinus taxa,Betula taxa,Alnus taxa,Acer taxa,Abies taxa,Zelkova taxa,Quercus (evergreen) taxa,Quercus (deciduous)  taxa,Persicaria taxa,Pasania  taxa,Metasequoia  taxa,Engelhardia taxa,Castanea taxa,Larix taxa,Cupressaceae taxa,Aesculus  taxa,Dacrydium taxa,Carduoideae  taxa,Rhus taxa,Cichorioideae taxa,Artemisia taxa,Sparganium taxa,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 35,X, 4,  44.00,    327.1400,Heusser  ,Pollen/Spores                                ,               ,                  ,5         ,7         ,0         ,4               ,0            ,0                ,0               ,15          ,5              ,8                 ,29        ,8         ,1          ,0          ,0                 ,0               ,1              ,0           ,0        ,0             ,0         ,0             ,1           ,1              ,2                ,2           ,0              ,0                  ,0          ,16        ,2            ,2          ,1         ,0        ,2         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 10; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 35,X, 6,  85.00,    330.5500,Heusser  ,Pollen/Spores                                ,               ,                  ,1         ,5         ,2         ,2               ,0            ,0                ,0               ,2           ,5              ,4                 ,26        ,33        ,0          ,1          ,0                 ,0               ,0              ,0           ,0        ,0             ,0         ,0             ,0           ,1              ,0                ,1           ,0              ,0                  ,0          ,12        ,2            ,1          ,0         ,0        ,3         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa =104; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 36,X, 1,  89.00,    332.7900,Heusser  ,Pollen/Spores                                ,               ,                  ,11        ,7         ,3         ,2               ,0            ,0                ,0               ,26          ,9              ,4                 ,37        ,4         ,1          ,0          ,0                 ,0               ,1              ,3           ,0        ,0             ,3         ,0             ,0           ,3              ,1                ,0           ,0              ,2                  ,0          ,8         ,2            ,1          ,0         ,0        ,1         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 10; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 36,X, 2,  39.00,    333.7900,Yamanoi  ,Pollen/Spores                                ,               ,                  ,3.5%      ,19        ,2.5%      ,                ,             ,                 ,                ,            ,4.5%           ,                  ,23        ,24        ,           ,           ,                  ,                ,               ,            ,         ,              ,15.0%     ,              ,.5%         ,               ,                 ,            ,               ,.5%                ,           ,5.0%      ,6.0%         ,1.5%       ,          ,         ,2         ,1.0%        ,38.0%                   ,9.5%                     ,               ,4.5%         ,1.5%             ,.5%             ,3.0%         ,3.0%      ,                 ,              ,              ,                 ,         ,                  ,              ,               ,in assemblage of 100 grains others indicated-32 grains from ODP Legs 127&128 SR Chapter 28 Table 1 p 472-478
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 36,X, 2,  89.00,    334.2900,Heusser  ,Pollen/Spores                                ,               ,                  ,0         ,1         ,3         ,5               ,0            ,0                ,0               ,8           ,3              ,8                 ,47        ,13        ,0          ,0          ,0                 ,0               ,0              ,3           ,0        ,0             ,0         ,0             ,0           ,1              ,0                ,0           ,1              ,1                  ,0          ,3         ,2            ,6          ,2         ,0        ,6         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 13; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 36,X, 3,  89.00,    335.7900,Heusser  ,Pollen/Spores                                ,               ,                  ,4         ,14        ,0         ,3               ,0            ,0                ,0               ,7           ,1              ,8                 ,34        ,10        ,0          ,2          ,0                 ,1               ,0              ,0           ,0        ,0             ,2         ,0             ,2           ,0              ,7                ,0           ,0              ,0                  ,0          ,11        ,1            ,5          ,1         ,0        ,1         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,Other Tertiary taxa = 3; from ODP Legs 127&128 Chapter 19 Appendix A back pocket
